category, name,desc,data-url,url,img
AI办公助手,WPS灵犀,WPS推出的AI办公助手，支持PPT生成、AI写作,https://lingxi.wps.cn/?utm_source=ai-bot.cn,https://ai-bot.cn/sites/17620.html,https://ai-bot.cn/wp-content/uploads/2024/08/copilot-wps-logo.jpg
AI办公助手,苏打办公,360公司推出的一站式AI办公工具,https://bangong.360.cn/?utm_source=ai-bot.cn,https://ai-bot.cn/sites/23449.html,https://ai-bot.cn/wp-content/uploads/2024/10/suda-bangong-logo.png
AI办公助手,熊猫办公,AI办公服务平台，提供PPT模板、Excel模板、Word模板等资源,https://www.tukuppt.com/?utm_source=ai-bot.cn,https://ai-bot.cn/sites/24272.html,https://ai-bot.cn/wp-content/uploads/2024/10/tukuppt-logo.png
AI办公助手,小易AI,易企秀推出的AI办公工具,https://ai.eqxiu.com/?utm_source=ai-bot.cn,https://ai-bot.cn/sites/25548.html,https://ai-bot.cn/wp-content/uploads/2024/10/xiaoyiAI-logo.png
AI办公助手,Zoom Workplace,Zoom推出的AI办公协作和交流沟通平台,https://www.zoom.com/zh-cn/products/collaboration-tools,https://ai-bot.cn/sites/10217.html,https://ai-bot.cn/wp-content/uploads/2024/03/zoom-icon.png
AI编程工具,豆包MarsCode,字节推出的免费AI编程助手，基于豆包大模型,https://marscode.cn/?utm_source=aibot.cn&utm_medium=xycpa&utm_campaign=,https://ai-bot.cn/sites/12035.html,https://ai-bot.cn/wp-content/uploads/2024/05/marscode-icon.png
AI编程工具,通义灵码,阿里推出的免费AI编程工具，基于通义大模型,https://tongyi.aliyun.com/lingma,https://ai-bot.cn/sites/5269.html,https://ai-bot.cn/wp-content/uploads/2023/12/tongyi-lingma-icon-1.png
AI编程工具,代码小浣熊Raccoon,商汤科技推出的免费AI编程助手,https://raccoon.sensetime.com/code?utm_source=bljuly01,https://ai-bot.cn/sites/6519.html,https://ai-bot.cn/wp-content/uploads/2023/12/sensetime-raccoon-code-icon.png
AI编程工具,GitHub Copilot,GitHub推出的AI编程工具,https://github.com/features/copilot,https://ai-bot.cn/sites/45.html,https://ai-bot.cn/wp-content/uploads/2023/03/github-copilot-icon.png
AI编程工具,CodeWhisperer,亚马逊推出的免费AI编程助手,https://aws.amazon.com/codewhisperer,https://ai-bot.cn/sites/1616.html,https://ai-bot.cn/wp-content/uploads/2023/04/codewhisperer-icon.png
AI编程工具,文心快码,百度推出的AI编程助手，基于文心大模型,https://comate.baidu.com/?inviteCode=8f8or9cz,https://ai-bot.cn/sites/4099.html,https://ai-bot.cn/wp-content/uploads/2024/08/comate-baidu-logo.png
AI编程工具,Genie,Cosine AI推出的AI编程助手,https://ai-bot.cn/genie,https://ai-bot.cn/genie/,https://ai-bot.cn/wp-content/uploads/2024/08/genie-logo.png
AI编程工具,Cursor,AI代码编辑器，快速进行编程和软件开发,https://www.cursor.com/?utm_source=ai-bot.cn,https://ai-bot.cn/sites/906.html,https://ai-bot.cn/wp-content/uploads/2024/08/cursor-logo.png
AI编程工具,Replit Agent,AI初创公司Replit推出的AI编程工具,https://ai-bot.cn/replit-agent,https://ai-bot.cn/replit-agent/,https://ai-bot.cn/wp-content/uploads/2024/09/Replit-Agent-logo.png
AI编程工具,CodeGeeX,智谱AI推出的免费AI编程助手,https://codegeex.cn/zh-CN,https://ai-bot.cn/sites/1131.html,https://ai-bot.cn/wp-content/uploads/2023/04/codegeex-icon.png
AI编程工具,iFlyCode,科大讯飞推出的智能编程助手,https://iflycode.xfyun.cn/?utm_source=ai-bot.cn,https://ai-bot.cn/sites/4055.html,https://ai-bot.cn/wp-content/uploads/2023/08/iflycode-icon.png
AI编程工具,Bolt.new,StackBlitz 推出的全栈AI代码工具，可以看作 Artfacts、V0 和 Replit 的结合体,https://ai-bot.cn/bolt%E2%80%A4new,https://ai-bot.cn/bolt%E2%80%A4new/,https://ai-bot.cn/wp-content/uploads/2024/10/Bolt.new-logo.png
AI编程工具,Codeium,免费的AI编程工具，智能生成和补全代码,https://www.codeium.com,https://ai-bot.cn/sites/111.html,https://ai-bot.cn/wp-content/uploads/2023/03/codeium-icon.png
AI编程工具,Cody,Sourcegraph推出的免费AI编程工具,https://about.sourcegraph.com/cody?utm_source=ai-bot.cn,https://ai-bot.cn/sites/2613.html,https://ai-bot.cn/wp-content/uploads/2023/05/sourcegraph-cody-icon.png
AI编程工具,DevChat,开源的支持多款大模型的AI编程助手,https://www.devchat.ai/zh?ref=ai-bot.cn,https://ai-bot.cn/sites/7582.html,https://ai-bot.cn/wp-content/uploads/2024/01/devchat-icon.png
AI编程工具,CodiumAI,免费的AI代码测试和分析工具,https://www.codium.ai,https://ai-bot.cn/sites/789.html,https://ai-bot.cn/wp-content/uploads/2023/03/codiumai-icon.png
AI编程工具,Twinny,专为 VS Code 设计的AI代码补全插件,https://twinny.dev/?utm_source=ai-bot.cn,https://ai-bot.cn/sites/22307.html,https://ai-bot.cn/wp-content/uploads/2024/09/twinny-logo.png
AI编程工具,Project IDX,谷歌推出的AI云端开发和代码编辑器,https://idx.dev/?utm_source=ai-bot.cn,https://ai-bot.cn/sites/12491.html,https://ai-bot.cn/wp-content/uploads/2024/05/project-idx-icon.png
AI编程工具,Sketch2Code,微软AI Lab推出的将手绘草图转换成HTML代码工具,https://sketch2code.azurewebsites.net,https://ai-bot.cn/sites/938.html,https://ai-bot.cn/wp-content/uploads/2023/03/sketch2code-icon.png
AI编程工具,腾讯云AI代码助手,腾讯推出的AI编程辅助工具,https://cloud.tencent.com/product/acc?utm_source=ai-bot.cn,https://ai-bot.cn/sites/12668.html,https://ai-bot.cn/wp-content/uploads/2024/05/tencent-cloud-ai-code-assistant-icon.png
AI编程工具,CodeFuse,蚂蚁集团推出的AI代码编程助手,https://codefuse.alipay.com/?ref=ai-bot.cn,https://ai-bot.cn/sites/5256.html,https://ai-bot.cn/wp-content/uploads/2023/10/codefuse-icon.png
AI编程工具,Tabby,免费开源的自托管AI编程助手,https://tabby.tabbyml.com/?ref=ai-bot.cn,https://ai-bot.cn/sites/9382.html,https://ai-bot.cn/wp-content/uploads/2024/03/tabby-ai-icon.png
AI编程工具,C知道,CSDN推出的AI技术问答工具,https://so.csdn.net/chat?utm_source=ai-bot.cn,https://ai-bot.cn/sites/11812.html,https://ai-bot.cn/wp-content/uploads/2024/05/so-csdn-logo.png
AI编程工具,驭码CodeRider,极狐GitLab推出的AI编程与软件智能研发助手,https://coderider.gitlab.cn/?utm_source=ai-bot.cn,https://ai-bot.cn/sites/12890.html,https://ai-bot.cn/wp-content/uploads/2024/05/coderider-icon.png
AI编程工具,Duo Chat,GitLab推出的AI编程助手,https://about.gitlab.com/gitlab-duo/?utm_source=ai-bot.cn,https://ai-bot.cn/sites/11414.html,https://ai-bot.cn/wp-content/uploads/2024/04/gitlab-duo-chat-icon.png
AI编程工具,CodeRabbit,AI驱动的代码审查平台,https://coderabbit.ai/?utm_source=ai-bot.cn,https://ai-bot.cn/sites/12176.html,https://ai-bot.cn/wp-content/uploads/2024/05/coderabbit-icon.png
AI编程工具,Augment,AI编程辅助工具，专为大型代码库设计,https://www.augmentcode.com/?utm_source=ai-bot.cn,https://ai-bot.cn/sites/11625.html,https://ai-bot.cn/wp-content/uploads/2024/04/augment-code-icon.png
AI编程工具,Devin,首个全自主的AI软件工程师智能体,https://preview.devin.ai/?ref=ai-bot.cn,https://ai-bot.cn/sites/9533.html,https://ai-bot.cn/wp-content/uploads/2024/03/devin-ai.png
AI编程工具,Plandex,免费开源的基于终端的AI编程引擎,https://plandex.ai/?ref=ai-bot.cn,https://ai-bot.cn/sites/10880.html,https://ai-bot.cn/wp-content/uploads/2024/04/plandex-icon.png
AI编程工具,Fitten Code,非十科技推出的免费AI代码助手,https://code.fittentech.com/?ref=ai-bot.cn,https://ai-bot.cn/sites/7587.html,https://ai-bot.cn/wp-content/uploads/2024/01/fitten-code-icon.png
AI编程工具,BLACKBOX AI,黑箱AI编程助理，快速代码生成,https://www.useblackbox.io/?ref=ai-bot.cn,https://ai-bot.cn/sites/1908.html,https://ai-bot.cn/wp-content/uploads/2023/04/blackbox-ai-icon.png
AI编程工具,JetBrains AI,JetBrains推出的AI编程开发助手,https://www.jetbrains.com/ai/?ref=ai-bot.cn,https://ai-bot.cn/sites/6557.html,https://ai-bot.cn/wp-content/uploads/2023/12/jetbrains-ai-icon.png
AI编程工具,CodeArts Snap,华为云推出的智能编程助手,https://www.huaweicloud.com/product/codeartside/snap.html,https://ai-bot.cn/sites/2691.html,https://ai-bot.cn/wp-content/uploads/2023/06/codearts-snap-icon.png
AI编程工具,AskCodi,你的个人AI编程助手,https://www.askcodi.com,https://ai-bot.cn/sites/980.html,https://ai-bot.cn/wp-content/uploads/2023/03/askcodi-icon.png
AI编程工具,v0.dev,AI生成前端React/UI组件，由Vercel推出,https://v0.dev/?ref=ai-bot.cn,https://ai-bot.cn/sites/4794.html,https://ai-bot.cn/wp-content/uploads/2023/09/v0-dev-icon.png
AI编程工具,Boxy,CodeSandbox推出的AI编程助手,https://codesandbox.io/blog/meet-boxy-ai-coding-assistant,https://ai-bot.cn/sites/2610.html,https://ai-bot.cn/wp-content/uploads/2023/05/codesandbox-boxy-icon.png
AI编程工具,Quest AI,AI将设计稿生成React代码，支持JavaScript和TypeScript,https://www.quest.ai/?utm_source=ai-bot.cn,https://ai-bot.cn/sites/3051.html,https://ai-bot.cn/wp-content/uploads/2023/06/quest-ai-icon.png
AI编程工具,天工智码Skycode,AI智能编程助手，轻松生成各种代码,https://sky-code.singularity-ai.com/index.html#,https://ai-bot.cn/sites/1801.html,https://ai-bot.cn/wp-content/uploads/2023/04/skycode-icon-1.png
AI编程工具,JamGPT,AI Debug调试助手,https://jam.dev/jamgpt,https://ai-bot.cn/sites/2192.html,https://ai-bot.cn/wp-content/uploads/2023/05/jamgpt-icon.png
AI编程工具,aiXcoder,自然语言到代码的方法级代码生成，以及多行智能代码补全,https://www.aixcoder.com,https://ai-bot.cn/sites/1774.html,https://ai-bot.cn/wp-content/uploads/2023/04/aixcoder-icon.png
AI编程工具,AirOps,AI SQL语句生成和修改,https://www.airops.com,https://ai-bot.cn/sites/772.html,https://ai-bot.cn/wp-content/uploads/2023/03/airops-icon.png
AI编程工具,Imgcook,阿里推出的免费设计稿智能生成前端代码,https://www.imgcook.com,https://ai-bot.cn/sites/2325.html,https://ai-bot.cn/wp-content/uploads/2023/05/imgcook-icon.png
AI编程工具,Deco,京东推出的设计稿一键生成多端代码工具,https://ling-deco.jd.com,https://ai-bot.cn/sites/2051.html,https://ai-bot.cn/wp-content/uploads/2023/05/deco-icon.png
AI编程工具,Ghostwriter,知名在线编程IDE Replit推出的AI编程助手,https://replit.com/site/ghostwriter,https://ai-bot.cn/sites/853.html,https://ai-bot.cn/wp-content/uploads/2023/03/replit-icon.png
AI编程工具,Codiga,AI代码实时分析,https://www.codiga.io,https://ai-bot.cn/sites/791.html,https://ai-bot.cn/wp-content/uploads/2023/03/codiga-icon.png
AI编程工具,Locofy,AI无代码工具将Figma、Adobe XD和Sketch设计转换成前端代码,https://www.locofy.ai,https://ai-bot.cn/sites/933.html,https://ai-bot.cn/wp-content/uploads/2023/03/locofy-ai-icon.png
AI编程工具,Fronty,AI智能将图片转换成HTML和CSS代码,https://fronty.com,https://ai-bot.cn/sites/928.html,https://ai-bot.cn/wp-content/uploads/2023/03/fronty-icon.png
AI编程工具,Tabnine,AI代码自动补全编程助手,https://www.tabnine.com,https://ai-bot.cn/sites/110.html,https://ai-bot.cn/wp-content/uploads/2023/03/tabnine-icon.png
AI编程工具,Mutable AI,人工智能加速软件开发,https://mutable.ai,https://ai-bot.cn/sites/1490.html,https://ai-bot.cn/wp-content/uploads/2023/04/mutable-ai-icon.png
AI编程工具,CodeSnippets,AI代码生成、补全、分析、重构和调试,https://codesnippets.ai,https://ai-bot.cn/sites/113.html,https://ai-bot.cn/wp-content/uploads/2023/03/codesnippets-icon.png
AI编程工具,AI Code Reviewer,AI代码检查,https://ai-code-reviewer.com,https://ai-bot.cn/sites/479.html,https://ai-bot.cn/wp-content/uploads/2023/03/ai-code-reviewer-icon.png
AI表格工具,酷表ChatExcel,北大团队开发的通过聊天来操作Excel表格的AI工具,https://chatexcel.com,https://ai-bot.cn/sites/370.html,https://ai-bot.cn/wp-content/uploads/2023/03/chatexcel-icon.png
AI表格工具,Ajelix,处理Excel和Google Sheets表格的AI工具,https://ajelix.com,https://ai-bot.cn/sites/371.html,https://ai-bot.cn/wp-content/uploads/2023/03/ajelix-icon.png
AI表格工具,Sheet+,Excel和Google Sheets表格AI处理工具,https://sheetplus.ai,https://ai-bot.cn/sites/373.html,https://ai-bot.cn/wp-content/uploads/2023/03/sheetplus-icon.png
AI表格工具,Formula bot,AI将指令转换成Excel的函数公式,https://excelformulabot.com/?utm_source=ai-bot.cn,https://ai-bot.cn/sites/372.html,https://ai-bot.cn/wp-content/uploads/2023/03/excelfomulabot-icon.png
AI表格工具,Rows,集成了AI功能的在线表格处理工具,https://rows.com,https://ai-bot.cn/sites/1145.html,https://ai-bot.cn/wp-content/uploads/2023/04/rows-icon.png
AI表格工具,Excelly-AI,将文本转换成Excel或Google Sheets公式,https://excelly-ai.io/index.html,https://ai-bot.cn/sites/1146.html,https://ai-bot.cn/wp-content/uploads/2023/04/excelly-ai-icon.png
AI表格工具,SheetGod,BoloForms推出的AI Excel公式生成工具,https://www.boloforms.com/sheetgod,https://ai-bot.cn/sites/1148.html,https://ai-bot.cn/wp-content/uploads/2023/04/boloforms-icon.png
AI表格工具,Excel Formularizer,AI将文本输入转换为Excel公式处理,https://excelformularizer.com,https://ai-bot.cn/sites/1149.html,https://ai-bot.cn/wp-content/uploads/2023/04/excel-formularizer-icon.png
AI创作工具,秒创,简单好用的AI智能视频创作平台,https://aigc.yizhentv.com/?_f=ai-botnew,https://aigc.yizhentv.com/?_f=ai-botnew,https://ai-bot.cn/wp-content/uploads/2024/09/yizhentv-logo.png
AI创作工具,堆友AI,阿里出品的免费AI绘画和出图神器,https://d.design/?from=aibot,https://d.design/?from=aibot,https://ai-bot.cn/wp-content/uploads/2023/07/d-design-ai-icon.png
AI创作工具,创意应用空间 – 百度文心,百度推出的AI工具箱大全，文本生成、文生图、智能对话等,https://wenxin.baidu.com/younger/creativeSpace?utm_source=ai-bot.cn,https://ai-bot.cn/sites/2852.html,https://ai-bot.cn/wp-content/uploads/2023/06/creativespace-icon.png
AI创作工具,AutoDraw,Google推出的AI快速素描绘画工具,https://www.autodraw.com,https://ai-bot.cn/sites/484.html,https://ai-bot.cn/wp-content/uploads/2023/03/autodraw-icon.png
AI创作工具,百度AI创作工具箱,百度大脑智能创作平台,https://ai.baidu.com/creativity/main/workbench,https://ai-bot.cn/sites/38.html,https://ai-bot.cn/wp-content/uploads/2023/03/ai-baidu-icon.png
AI创作工具,创一AI,AI短视频脚本创作工具,https://www.creatifyone.com/?source=ai-bot,https://ai-bot.cn/sites/16669.html,https://ai-bot.cn/wp-content/uploads/2024/08/creatifyone-logo.png
AI创作工具,库宝AI工作助手,千库网推出的多功能AI创作工具,https://588tool.com/?hd=1240,https://ai-bot.cn/sites/14618.html,https://ai-bot.cn/wp-content/themes/onenav/images/favicon.png
AI大模型,GPT-4o,OpenAI最新发布的多模态AI大模型，可自然流畅地进行语音对话,https://ai-bot.cn/openai-gpt-4o,https://ai-bot.cn/openai-gpt-4o/,https://ai-bot.cn/wp-content/uploads/2023/03/openai-gpt-model.png
AI大模型,Llama 3,Meta最新开源推出的新一代大模型,https://llama.meta.com/llama3/?utm_source=ai-bot.cn,https://ai-bot.cn/sites/11341.html,https://ai-bot.cn/wp-content/uploads/2023/03/meta-icon.png
AI大模型,Gemma,谷歌推出的新一代轻量级开放模型,https://ai.google.dev/gemma?hl=zh-cn,https://ai-bot.cn/sites/8623.html,https://ai-bot.cn/wp-content/uploads/2024/02/google-gemma-icon.png
AI大模型,Sora,OpenAI推出的AI文本到视频生成模型,https://openai.com/sora?ref=ai-bot.cn,https://ai-bot.cn/sites/8613.html,https://ai-bot.cn/wp-content/uploads/2023/03/openai-gpt-model.png
AI大模型,腾讯混元大模型,腾讯研发的大语言模型，具备强大的中文创作能力，复杂语境下的逻辑推理能力，以及可靠的任务执行能力,https://hunyuan.tencent.com/?utm_source=ai-bot.cn,https://ai-bot.cn/sites/4558.html,https://ai-bot.cn/wp-content/uploads/2023/09/hunyuan-tencent-icon.png
AI大模型,GPT-4,OpenAI旗下最新的GPT-4模型,,https://ai-bot.cn/sites/49.html,https://ai-bot.cn/wp-content/uploads/2024/02/gpt-4-icon.png
AI大模型,DALL·E 3,OpenAI旗下最新的图像生成模型,,https://ai-bot.cn/sites/50.html,https://ai-bot.cn/wp-content/uploads/2023/03/dall-e-2-icon.png
AI大模型,文心大模型,百度推出的产业级知识增强大模型,https://wenxin.baidu.com,https://ai-bot.cn/sites/1078.html,https://ai-bot.cn/wp-content/uploads/2023/03/paddlepaddle-icon.png
AI大模型,LLaMA,Meta（Facebook）推出的AI大语言模型,https://github.com/facebookresearch/llama,https://ai-bot.cn/sites/54.html,https://ai-bot.cn/wp-content/uploads/2023/03/meta-icon.png
AI大模型,Auto-GPT,爆火的实现GPT-4完全自主的实验性开源项目，GitHub超10万星,https://agpt.co,https://ai-bot.cn/sites/1626.html,https://ai-bot.cn/wp-content/uploads/2023/05/autogpt-icon.png
AI大模型,Jan,本地运行大模型并进行AI对话的工具，免费开源,https://jan.ai/?ref=ai-bot.cn,https://ai-bot.cn/sites/7412.html,https://ai-bot.cn/wp-content/uploads/2024/01/jan-ai-icon.png
AI大模型,AgentGPT,在浏览器中组装、配置和部署自主人工智能的开源项目,https://agentgpt.reworkd.ai,https://ai-bot.cn/sites/1623.html,https://ai-bot.cn/wp-content/uploads/2023/04/agentgpt-icon.png
AI大模型,Ollama,本地运行Llama和其他大语言模型,https://ollama.ai/?ref=ai-bot.cn,https://ai-bot.cn/sites/5973.html,https://ai-bot.cn/wp-content/uploads/2023/12/ollama-icon.png
AI大模型,魔搭社区,阿里达摩院推出的AI模型社区，超过300+开源AI模型,https://www.modelscope.cn,https://ai-bot.cn/sites/1487.html,https://ai-bot.cn/wp-content/uploads/2023/04/modelscope-icon.png
AI大模型,悟道,智源“悟道”大模型，中国首个+世界最大人工智能大模型,https://www.baai.ac.cn/portal/article/index/cid/49/id/518.html,https://ai-bot.cn/sites/1083.html,https://ai-bot.cn/wp-content/uploads/2023/03/wudao-icon.png
AI大模型,MiracleVision奇想智能,美图推出的AI视觉大模型，支持AI图像、设计和视频创作,https://www.miraclevision.com/?ref=ai-bot.cn,https://ai-bot.cn/sites/6279.html,https://ai-bot.cn/wp-content/uploads/2023/12/miraclevision-icon.png
AI大模型,DeepFloyd IF,StabilityAI旗下的DeepFloyd团队推出的图片生成模型,https://deepfloyd.ai/deepfloyd-if,https://ai-bot.cn/sites/2141.html,https://ai-bot.cn/wp-content/uploads/2023/05/deepfloyd-icon.png
AI大模型,Cohere,构建AI产品的大语言模型平台,https://cohere.com,https://ai-bot.cn/sites/2452.html,https://ai-bot.cn/wp-content/uploads/2023/05/cohere-icon.png
AI大模型,Codex,OpenAI旗下AI代码生成训练模型,https://openai.com/blog/openai-codex,https://ai-bot.cn/sites/53.html,https://ai-bot.cn/wp-content/uploads/2023/03/openai-codex-icon.png
AI大模型,序列猴子,出门问问推出的一款超大规模的语言模型,https://openapi.mobvoi.com/index,https://ai-bot.cn/sites/1933.html,https://ai-bot.cn/wp-content/uploads/2023/04/openapi-mobvoi-icon.png
AI大模型,BLOOM,HuggingFace推出的大型语言模型（LLM）,https://huggingface.co/docs/transformers/model_doc/bloom,https://ai-bot.cn/sites/51.html,https://ai-bot.cn/wp-content/uploads/2023/03/bloom-icon.png
AI大模型,阿里巴巴M6,阿里巴巴达摩院推出的超大规模中文预训练模型(M6),https://m6.aliyun.com/#,https://ai-bot.cn/sites/1079.html,https://ai-bot.cn/wp-content/uploads/2023/03/aliyun-icon.png
AI大模型,Lamini,低门槛快速定制大语言模型的引擎,https://lamini.ai,https://ai-bot.cn/sites/2038.html,https://ai-bot.cn/wp-content/uploads/2023/04/lamini-ai-icon.png
AI大模型,StableLM,Stability AI推出的开源的类ChatGPT大语言模型,https://github.com/Stability-AI/StableLM,https://ai-bot.cn/sites/1861.html,https://ai-bot.cn/wp-content/uploads/2023/04/stablelm-icon.png
AI大模型,Gen-2,Runway最新推出的AI视频生成模型,https://research.runwayml.com/gen2,https://ai-bot.cn/sites/1076.html,https://ai-bot.cn/wp-content/uploads/2023/03/runwayml-icon.png
AI大模型,DeepSpeed,微软开源的低成本实现类似ChatGPT的模型训练,https://www.deepspeed.ai,https://ai-bot.cn/sites/1520.html,https://ai-bot.cn/wp-content/uploads/2023/04/deepspeed-icon.png
AI大模型,PaLM 2,Google的下一代大语言模型，超过3400亿参数,https://ai.google/discover/palm2,https://ai-bot.cn/sites/1077.html,https://ai-bot.cn/wp-content/uploads/2023/05/palm2-icon.png
AI大模型,OpenBMB,清华团队支持发起的大规模预训练语言模型库与相关工具,https://www.openbmb.org/home,https://ai-bot.cn/sites/1129.html,https://ai-bot.cn/wp-content/uploads/2023/04/openbmb-icon.png
AI大模型,Segment Anything（SAM）,Meta最新推出的AI图像分割模型,https://segment-anything.com,https://ai-bot.cn/sites/1351.html,https://ai-bot.cn/wp-content/uploads/2023/03/meta-icon.png
AI大模型,Imagen,Google AI文字到图像生成模型,https://imagen.research.google,https://ai-bot.cn/sites/55.html,https://ai-bot.cn/wp-content/uploads/2023/03/google-icon.png
AI大模型,StableVicuna,第一个通过RLHF训练的大规模开源聊天机器人,https://chat.lmsys.org,https://ai-bot.cn/sites/2113.html,https://ai-bot.cn/wp-content/uploads/2023/05/stablevicuna-icon.png
AI大模型,Watsonx.ai,IBM推出的企业级生成式人工智能和机器学习平台,https://www.ibm.com/products/watsonx-ai,https://ai-bot.cn/sites/2240.html,https://ai-bot.cn/wp-content/uploads/2023/05/watsonx-ai-icon.png
AI法律工具,元典智库,智能法律知识服务平台和搜索引擎,https://www.chineselaw.com/tyjs/index?utm_source=ai-bot.cn,https://ai-bot.cn/sites/13593.html,https://ai-bot.cn/wp-content/uploads/2024/06/ydzk-chinese-law-icon.png
AI法律工具,通义法睿,阿里推出的免费AI法律顾问助手,https://tongyi.aliyun.com/farui?utm_source=ai-bot.cn,https://ai-bot.cn/sites/11436.html,https://ai-bot.cn/wp-content/uploads/2024/04/tongyi-icon.png
AI法律工具,法行宝,百度推出的免费AI法律助手,https://ailegal.baidu.com/?utm_source=ai-bot.cn,https://ai-bot.cn/sites/11432.html,https://ai-bot.cn/wp-content/uploads/2024/04/baidu-ai-law-icon.png
AI法律工具,ChatLaw,北大开源的法律大模型和助手,https://chatlaw.cloud/lawchat/#/?utm_source=ai-bot.cn,https://ai-bot.cn/sites/11444.html,https://ai-bot.cn/wp-content/uploads/2024/04/chatlaw-icon.png
AI法律工具,得理法搜,AI法律智能检索系统,https://www.delilegal.com/search?utm_source=ai-bot.cn,https://ai-bot.cn/sites/11442.html,https://ai-bot.cn/wp-content/uploads/2024/04/delisearch-icon.png
AI法律工具,法智,同花顺推出的AI法律助手,https://www.fazhi.law/?utm_source=ai-bot.cn,https://ai-bot.cn/sites/17480.html,https://ai-bot.cn/wp-content/uploads/2024/08/fazhi-law-logo.png
AI法律工具,海瑞智法,一站式AI法律咨询助手,https://www.hairuilegal.com/?utm_source=ai-bot.cn,https://ai-bot.cn/sites/11443.html,https://ai-bot.cn/wp-content/uploads/2024/04/hairuilegal-icon.png
AI法律工具,合同嗖嗖,专业的AI法律合同生成工具,https://contract.yoo-ai.com/?utm_source=ai-bot.cn,https://ai-bot.cn/sites/11456.html,https://ai-bot.cn/wp-content/uploads/2024/04/yoo-ai-contract-icon.png
AI翻译工具,腾讯交互翻译,腾讯推出的多语言AI翻译工具,https://transmart.qq.com/?utm_source=ai-bot.cn,https://ai-bot.cn/sites/26673.html,https://ai-bot.cn/wp-content/uploads/2024/10/qqtransmart-website-2.png
AI翻译工具,沉浸式翻译,双语对照的网页翻译插件，完全免费 口碑炸裂！,https://immersivetranslate.com/zh-Hans/?utm_source=ai-bot.cn,https://ai-bot.cn/sites/16725.html,https://ai-bot.cn/wp-content/uploads/2024/08/immersivetranslate-logo.jpg
AI翻译工具,会译,沉浸对照式AI翻译，支持100+语言,https://huiyiai.net/hy_api/activity/invite?invite_code=594072316,https://ai-bot.cn/sites/25959.html,https://ai-bot.cn/wp-content/uploads/2024/10/huiyi-logo.png
AI翻译工具,DeepTranslate,免费的AI双语翻译器，支持142+种语言,https://deeptranslate.ai/zh-CN?utm_source=ai-bot.cn,https://ai-bot.cn/sites/20226.html,https://ai-bot.cn/wp-content/uploads/2024/09/DeepTranslate-logo-1.png
AI翻译工具,Google翻译,Google免费提供的上百种语言智能翻译工具,https://translate.google.com,https://ai-bot.cn/sites/1381.html,https://ai-bot.cn/wp-content/uploads/2023/04/google-translate-icon.png
AI翻译工具,必应翻译,微软必应推出的翻译工具,https://www.bing.com/translator,https://ai-bot.cn/sites/1387.html,https://ai-bot.cn/wp-content/uploads/2023/03/new-bing-icon.png
